ticket_id,ticket_date,channel,product,issue_type,sentiment,priority,resolution_status,resolution_time_hours,customer_satisfaction
TKT511718,2025-06-10,Phone,Account,Account Access,Neutral,Medium,Resolved,22.4,3.6
TKT503046,2025-06-10,Phone,Account,Refund Delay,Positive,Medium,Resolved,21.0,4.4
TKT500900,2025-06-10,Chat,Mobile App,Payment Failed,Negative,Medium,Resolved,18.3,1.5
TKT511572,2025-06-10,Social,Loans,Login Issue,Neutral,Medium,Resolved,28.5,4.4
TKT500286,2025-06-10,Chat,Mobile App,Login Issue,Negative,Medium,Resolved,19.3,1.5
TKT504835,2025-06-10,Phone,Account,Payment Failed,Neutral,Low,Resolved,22.4,3.8
TKT503418,2025-06-10,Chat,Cards,Card Issue,Negative,High,Resolved,29.0,2.7
TKT504178,2025-06-10,Email,Mobile App,Loan Query,Positive,Low,Pending,37.1,3.5
TKT507024,2025-06-10,Social,Cards,Payment Failed,Negative,Medium,Resolved,24.8,3.6
TKT509628,2025-06-10,Phone,Cards,App Bug,Neutral,Low,Pending,44.7,3.7
TKT511873,2025-06-10,Chat,Cards,Refund Delay,Positive,Critical,Pending,37.1,3.5
TKT510728,2025-06-11,Phone,Cards,Payment Failed,Negative,Critical,Pending,35.8,3.2
TKT509317,2025-06-11,Social,Mobile App,Card Issue,Negative,Low,Resolved,29.3,2.8
TKT506710,2025-06-11,Social,Cards,Payment Failed,Positive,High,Pending,33.4,3.9
TKT511163,2025-06-11,Phone,Cards,Refund Delay,Positive,Medium,Pending,36.2,3.2
TKT510905,2025-06-11,Email,Mobile App,Account Access,Negative,High,Pending,40.8,2.1
TKT511425,2025-06-11,Email,Payments,Login Issue,Positive,Medium,Pending,42.2,3.7
TKT504894,2025-06-11,Phone,Account,App Bug,Neutral,Low,Resolved,22.2,3.0
TKT501199,2025-06-11,Phone,Cards,Card Issue,Positive,Medium,Resolved,21.9,3.7
TKT508105,2025-06-11,Phone,Loans,Payment Failed,Negative,Low,Resolved,29.5,2.5
TKT504183,2025-06-11,Chat,Account,Loan Query,Positive,Low,Resolved,28.3,4.0
TKT502592,2025-06-11,Social,Loans,Card Issue,Positive,Medium,Resolved,25.0,3.8
TKT505230,2025-06-11,Phone,Cards,Payment Failed,Neutral,Medium,Escalated,55.0,3.2
TKT509938,2025-06-11,Social,Account,Account Access,Negative,High,Pending,50.3,2.2
TKT503888,2025-06-11,Social,Cards,Account Access,Negative,High,Pending,37.2,2.9
TKT509528,2025-06-11,Email,Loans,App Bug,Positive,Medium,Pending,36.1,3.3
TKT504251,2025-06-11,Email,Loans,Payment Failed,Neutral,Medium,Pending,41.1,3.8
TKT505508,2025-06-11,Email,Payments,Card Issue,Neutral,Medium,Pending,34.8,4.0
TKT511654,2025-06-11,Chat,Loans,Payment Failed,Negative,Medium,Resolved,18.6,3.1
TKT509586,2025-06-11,Social,Loans,Card Issue,Positive,Low,Pending,38.7,3.4
TKT504624,2025-06-11,Email,Mobile App,Refund Delay,Neutral,Medium,Pending,44.1,3.6
TKT507433,2025-06-11,Chat,Loans,Refund Delay,Positive,High,Pending,33.9,3.7
TKT511751,2025-06-11,Phone,Mobile App,Account Access,Neutral,Medium,Resolved,26.8,2.1
TKT500247,2025-06-11,Email,Account,Account Access,Negative,Low,Pending,33.8,1.6
TKT505893,2025-06-11,Phone,Mobile App,Loan Query,Positive,Low,Resolved,28.4,4.3
TKT511289,2025-06-12,Social,Cards,Refund Delay,Neutral,High,Pending,50.2,3.5
TKT504858,2025-06-12,Chat,Mobile App,Card Issue,Neutral,High,Resolved,23.2,4.0
TKT501871,2025-06-12,Chat,Loans,Payment Failed,Negative,Medium,Pending,34.8,2.5
TKT505197,2025-06-12,Social,Mobile App,Payment Failed,Positive,Low,Pending,30.9,4.2
TKT500020,2025-06-12,Phone,Mobile App,Login Issue,Negative,Medium,Resolved,28.7,2.9
TKT505592,2025-06-12,Email,Cards,Card Issue,Neutral,Critical,Escalated,67.7,3.4
TKT500032,2025-06-12,Email,Cards,Card Issue,Neutral,Low,Pending,33.6,3.6
TKT504423,2025-06-12,Chat,Mobile App,Login Issue,Positive,High,Pending,32.6,2.9
TKT510812,2025-06-12,Phone,Cards,Account Access,Positive,Low,Resolved,19.2,4.4
TKT503963,2025-06-12,Email,Mobile App,Login Issue,Negative,High,Pending,44.4,2.6
TKT509690,2025-06-12,Social,Mobile App,Payment Failed,Negative,Medium,Resolved,28.9,2.5
TKT511918,2025-06-12,Email,Account,Loan Query,Neutral,High,Pending,54.6,3.5
TKT501896,2025-06-12,Chat,Mobile App,Account Access,Neutral,High,Resolved,23.1,4.3
TKT508942,2025-06-12,Social,Mobile App,Account Access,Neutral,Low,Pending,30.9,3.1
TKT507221,2025-06-12,Email,Payments,Account Access,Positive,High,Pending,49.5,3.5
TKT507606,2025-06-12,Chat,Loans,Card Issue,Negative,Critical,Pending,31.9,3.2
TKT502285,2025-06-12,Social,Account,Login Issue,Positive,Low,Resolved,24.9,4.4
TKT508833,2025-06-12,Email,Mobile App,Card Issue,Neutral,Medium,Pending,34.4,4.1
TKT508256,2025-06-12,Phone,Mobile App,Login Issue,Neutral,Low,Resolved,19.2,3.6
TKT502880,2025-06-12,Chat,Mobile App,Card Issue,Neutral,Medium,Resolved,12.9,3.5
TKT500644,2025-06-12,Email,Account,Loan Query,Neutral,Medium,Escalated,70.3,3.8
TKT506553,2025-06-12,Email,Account,Account Access,Neutral,High,Pending,46.3,3.4
TKT506354,2025-06-12,Email,Mobile App,Payment Failed,Neutral,High,Pending,45.0,3.9
TKT509003,2025-06-13,Phone,Loans,Login Issue,Neutral,High,Pending,46.3,4.9
TKT509400,2025-06-13,Chat,Mobile App,Account Access,Positive,Low,Resolved,21.4,4.3
TKT504611,2025-06-13,Email,Mobile App,Login Issue,Negative,Medium,Pending,38.1,2.4
TKT510556,2025-06-13,Chat,Cards,Login Issue,Positive,Low,Pending,35.4,3.3
TKT504635,2025-06-13,Chat,Payments,Account Access,Negative,High,Resolved,19.7,2.0
TKT508735,2025-06-13,Social,Payments,Refund Delay,Negative,High,Pending,33.7,2.3
TKT508185,2025-06-13,Email,Mobile App,Loan Query,Negative,Medium,Pending,32.2,1.5
TKT506704,2025-06-13,Phone,Payments,Login Issue,Negative,Low,Resolved,23.7,2.2
TKT508752,2025-06-13,Social,Loans,Login Issue,Positive,Medium,Resolved,24.7,3.0
TKT503271,2025-06-13,Chat,Payments,Card Issue,Negative,Medium,Resolved,20.1,3.6
TKT502489,2025-06-13,Chat,Payments,Card Issue,Positive,High,Pending,39.2,3.8
TKT507844,2025-06-13,Chat,Payments,App Bug,Neutral,High,Pending,41.1,3.8
TKT511492,2025-06-13,Chat,Payments,Account Access,Positive,High,Resolved,27.2,3.2
TKT507073,2025-06-13,Phone,Cards,Card Issue,Negative,High,Pending,31.8,3.6
TKT507115,2025-06-13,Chat,Payments,Loan Query,Positive,High,Pending,34.1,3.2
TKT510102,2025-06-13,Chat,Payments,Refund Delay,Positive,High,Pending,34.3,4.2
TKT503589,2025-06-13,Email,Mobile App,App Bug,Neutral,Medium,Pending,32.0,3.4
TKT510836,2025-06-13,Social,Mobile App,Refund Delay,Positive,Low,Resolved,28.0,3.2
TKT502108,2025-06-13,Chat,Account,App Bug,Neutral,Medium,Resolved,14.4,3.8
TKT502636,2025-06-13,Email,Payments,Loan Query,Neutral,Medium,Pending,39.7,3.6
TKT503836,2025-06-13,Phone,Payments,App Bug,Positive,Medium,Pending,44.1,2.8
TKT502476,2025-06-13,Social,Mobile App,App Bug,Positive,Medium,Pending,48.0,4.4
TKT511991,2025-06-13,Chat,Payments,App Bug,Neutral,High,Resolved,29.5,4.0
TKT501598,2025-06-13,Email,Mobile App,Refund Delay,Negative,Medium,Pending,41.9,3.0
TKT503527,2025-06-13,Social,Account,Payment Failed,Neutral,High,Resolved,29.2,3.6
TKT506017,2025-06-13,Chat,Mobile App,Loan Query,Negative,High,Resolved,20.1,3.0
TKT511819,2025-06-13,Email,Payments,Payment Failed,Negative,Low,Pending,37.6,2.0
TKT500805,2025-06-13,Social,Account,Card Issue,Neutral,Low,Resolved,22.7,3.6
TKT502431,2025-06-13,Chat,Loans,Payment Failed,Neutral,Medium,Resolved,14.7,3.8
TKT503639,2025-06-14,Social,Loans,Card Issue,Positive,High,Pending,46.4,3.1
TKT507049,2025-06-14,Chat,Account,Login Issue,Negative,High,Resolved,26.5,2.4
TKT503196,2025-06-14,Chat,Mobile App,Account Access,Negative,Medium,Resolved,16.2,3.0
TKT500093,2025-06-14,Social,Loans,Payment Failed,Negative,High,Pending,30.6,2.9
TKT511387,2025-06-14,Phone,Cards,Payment Failed,Negative,High,Pending,45.2,2.8
TKT502193,2025-06-14,Phone,Payments,Account Access,Positive,Medium,Pending,35.7,4.0
TKT503217,2025-06-14,Phone,Cards,Refund Delay,Negative,Low,Resolved,23.4,1.5
TKT509640,2025-06-14,Phone,Payments,Refund Delay,Neutral,High,Pending,39.7,3.8
TKT506750,2025-06-14,Email,Cards,Account Access,Neutral,Low,Pending,54.4,3.6
TKT500363,2025-06-14,Social,Mobile App,Refund Delay,Negative,High,Pending,45.7,3.1
TKT503724,2025-06-14,Phone,Cards,Payment Failed,Negative,Medium,Resolved,28.2,2.4
TKT504084,2025-06-14,Email,Account,Refund Delay,Negative,High,Pending,52.2,2.5
TKT504931,2025-06-14,Phone,Mobile App,Payment Failed,Negative,High,Resolved,25.7,3.3
TKT504919,2025-06-14,Phone,Cards,Card Issue,Negative,Medium,Resolved,26.0,2.1
TKT505454,2025-06-14,Social,Cards,Refund Delay,Negative,Low,Resolved,22.8,2.1
TKT501531,2025-06-14,Phone,Loans,Login Issue,Positive,Medium,Pending,31.5,3.4
TKT504196,2025-06-14,Phone,Loans,App Bug,Negative,High,Resolved,26.9,2.6
TKT500192,2025-06-14,Social,Cards,Login Issue,Negative,High,Pending,40.3,3.3
TKT506299,2025-06-14,Phone,Cards,Refund Delay,Negative,High,Pending,31.0,2.0
TKT509767,2025-06-14,Phone,Mobile App,Payment Failed,Negative,High,Pending,30.6,2.5
TKT511666,2025-06-14,Chat,Cards,Payment Failed,Negative,Medium,Pending,32.3,2.7
TKT509689,2025-06-14,Phone,Mobile App,Payment Failed,Negative,High,Pending,32.3,3.3
TKT500861,2025-06-14,Email,Payments,App Bug,Negative,High,Pending,51.1,2.3
TKT500636,2025-06-14,Phone,Cards,Account Access,Neutral,Medium,Pending,31.4,4.5
TKT503949,2025-06-14,Email,Mobile App,Login Issue,Negative,High,Pending,46.8,3.4
TKT500874,2025-06-14,Chat,Payments,App Bug,Negative,Medium,Resolved,22.1,1.4
TKT501743,2025-06-14,Phone,Account,App Bug,Neutral,Low,Pending,31.8,3.9
TKT501020,2025-06-14,Email,Cards,Refund Delay,Positive,Medium,Pending,37.9,3.8
TKT503730,2025-06-14,Email,Payments,Loan Query,Negative,High,Pending,53.0,2.9
TKT507553,2025-06-15,Email,Cards,Login Issue,Neutral,Medium,Pending,36.6,4.7
TKT510841,2025-06-15,Chat,Loans,Refund Delay,Positive,High,Resolved,22.0,4.0
TKT503286,2025-06-15,Social,Cards,App Bug,Positive,Medium,Resolved,22.4,4.2
TKT509249,2025-06-15,Social,Account,Card Issue,Negative,High,Pending,37.4,1.7
TKT506737,2025-06-15,Chat,Loans,Payment Failed,Negative,High,Resolved,22.5,2.2
TKT507972,2025-06-15,Chat,Mobile App,Login Issue,Neutral,Medium,Resolved,26.1,4.3
TKT501601,2025-06-15,Chat,Payments,Card Issue,Positive,Low,Resolved,16.5,3.2
TKT503320,2025-06-15,Phone,Payments,Card Issue,Negative,High,Pending,45.4,2.6
TKT501460,2025-06-15,Email,Mobile App,Login Issue,Neutral,Low,Pending,42.5,4.1
TKT511225,2025-06-15,Chat,Payments,Account Access,Positive,Medium,Pending,31.8,3.4
TKT511009,2025-06-15,Email,Payments,Login Issue,Neutral,Medium,Pending,41.8,4.1
TKT501540,2025-06-15,Chat,Mobile App,Card Issue,Positive,Medium,Resolved,23.8,4.2
TKT509183,2025-06-15,Phone,Payments,Account Access,Neutral,High,Pending,35.3,4.0
TKT509393,2025-06-15,Chat,Account,Refund Delay,Negative,High,Resolved,25.8,2.1
TKT510523,2025-06-15,Social,Cards,Payment Failed,Neutral,Medium,Pending,30.2,3.3
TKT510807,2025-06-15,Phone,Loans,Card Issue,Negative,Medium,Pending,39.6,2.4
TKT507374,2025-06-15,Email,Loans,Account Access,Negative,Medium,Pending,40.5,2.4
TKT503257,2025-06-15,Chat,Loans,Payment Failed,Negative,High,Pending,31.0,1.7
TKT504590,2025-06-15,Phone,Mobile App,Payment Failed,Negative,Critical,Pending,43.5,2.6
TKT505395,2025-06-15,Phone,Loans,Payment Failed,Neutral,Low,Pending,31.1,3.5
TKT501554,2025-06-16,Email,Account,Card Issue,Negative,Medium,Pending,40.1,2.5
TKT509175,2025-06-16,Email,Mobile App,Loan Query,Negative,Low,Pending,50.3,1.8
TKT510452,2025-06-16,Chat,Loans,Card Issue,Negative,High,Pending,32.7,1.3
TKT506853,2025-06-16,Chat,Payments,Refund Delay,Neutral,Medium,Resolved,18.9,4.2
TKT508650,2025-06-16,Phone,Payments,Login Issue,Negative,Low,Pending,32.4,2.8
TKT504383,2025-06-16,Social,Cards,Payment Failed,Negative,Low,Pending,31.2,2.7
TKT506426,2025-06-16,Chat,Mobile App,Payment Failed,Negative,High,Pending,33.0,2.4
TKT504738,2025-06-16,Social,Payments,Account Access,Negative,Medium,Resolved,28.1,2.4
TKT509825,2025-06-16,Phone,Loans,Card Issue,Neutral,Medium,Pending,36.5,3.0
TKT509066,2025-06-16,Chat,Payments,Loan Query,Positive,Medium,Resolved,28.8,4.0
TKT504700,2025-06-16,Email,Account,Loan Query,Positive,Medium,Pending,42.4,2.6
TKT509377,2025-06-16,Chat,Mobile App,Refund Delay,Neutral,High,Resolved,21.2,4.4
TKT504230,2025-06-16,Chat,Loans,Login Issue,Negative,High,Pending,43.2,2.6
TKT505882,2025-06-16,Phone,Payments,Login Issue,Positive,Low,Resolved,25.1,3.6
TKT503783,2025-06-16,Social,Loans,Refund Delay,Neutral,Medium,Resolved,26.4,4.6
TKT508869,2025-06-16,Phone,Account,Payment Failed,Positive,Medium,Pending,30.5,3.5
TKT502563,2025-06-16,Chat,Loans,Card Issue,Neutral,Medium,Resolved,20.2,4.5
TKT508575,2025-06-16,Chat,Mobile App,Account Access,Negative,High,Resolved,26.0,2.9
TKT503341,2025-06-16,Chat,Loans,Login Issue,Negative,High,Resolved,22.2,2.6
TKT508267,2025-06-16,Chat,Account,Loan Query,Negative,Critical,Pending,35.3,1.6
TKT503519,2025-06-16,Phone,Cards,Refund Delay,Neutral,High,Resolved,28.1,3.2
TKT510982,2025-06-16,Social,Cards,Login Issue,Negative,Low,Pending,34.1,4.1
TKT508547,2025-06-16,Email,Mobile App,Account Access,Neutral,High,Pending,46.9,3.6
TKT501515,2025-06-17,Social,Cards,Login Issue,Negative,Medium,Resolved,27.8,1.5
TKT510777,2025-06-17,Phone,Payments,Payment Failed,Positive,Critical,Pending,52.9,4.4
TKT502246,2025-06-17,Chat,Account,Refund Delay,Neutral,Medium,Resolved,26.5,4.0
TKT510149,2025-06-17,Social,Account,Payment Failed,Negative,High,Resolved,29.1,1.9
TKT509146,2025-06-17,Phone,Mobile App,Account Access,Negative,Medium,Resolved,25.5,3.4
TKT509093,2025-06-17,Email,Mobile App,Login Issue,Neutral,Low,Pending,54.1,4.0
TKT505496,2025-06-17,Social,Payments,Card Issue,Positive,Low,Resolved,27.0,3.9
TKT504788,2025-06-17,Chat,Payments,Login Issue,Negative,High,Resolved,21.5,3.7
TKT510082,2025-06-17,Social,Mobile App,Payment Failed,Negative,Low,Resolved,27.8,2.6
TKT509482,2025-06-17,Email,Cards,App Bug,Negative,High,Pending,50.5,2.1
TKT508044,2025-06-17,Email,Account,Refund Delay,Neutral,Low,Pending,39.9,3.5
TKT507981,2025-06-17,Social,Cards,Login Issue,Positive,Medium,Resolved,26.2,3.5
TKT505841,2025-06-17,Chat,Payments,Login Issue,Negative,High,Resolved,19.9,1.1
TKT505378,2025-06-17,Chat,Loans,Card Issue,Positive,High,Resolved,28.1,3.9
TKT504344,2025-06-17,Phone,Mobile App,Payment Failed,Neutral,Low,Resolved,28.9,3.2
TKT506234,2025-06-17,Email,Account,Payment Failed,Negative,High,Escalated,57.1,2.2
TKT500006,2025-06-18,Chat,Mobile App,Payment Failed,Positive,Medium,Resolved,23.3,3.7
TKT505211,2025-06-18,Chat,Payments,App Bug,Negative,High,Resolved,27.5,2.5
TKT507577,2025-06-18,Phone,Account,Loan Query,Neutral,Medium,Resolved,29.9,5.0
TKT504351,2025-06-18,Email,Loans,Card Issue,Neutral,Medium,Pending,44.9,4.1
TKT502083,2025-06-18,Email,Account,Refund Delay,Positive,Critical,Pending,44.0,4.3
TKT510031,2025-06-18,Chat,Cards,Card Issue,Negative,Medium,Resolved,13.8,2.7
TKT500570,2025-06-18,Social,Payments,Payment Failed,Positive,Medium,Pending,34.5,4.8
TKT504338,2025-06-18,Email,Account,App Bug,Negative,Low,Pending,46.5,2.7
TKT504651,2025-06-18,Phone,Payments,Loan Query,Negative,High,Resolved,28.5,1.8
TKT510442,2025-06-18,Chat,Payments,Account Access,Negative,Low,Resolved,17.2,2.9
TKT510805,2025-06-18,Email,Cards,Refund Delay,Negative,Medium,Pending,38.8,3.6
TKT510131,2025-06-18,Email,Loans,Loan Query,Positive,High,Pending,45.2,3.9
TKT501269,2025-06-18,Email,Payments,Payment Failed,Positive,High,Pending,43.5,3.1
TKT510819,2025-06-18,Chat,Payments,Payment Failed,Negative,High,Resolved,24.7,1.7
TKT505680,2025-06-18,Chat,Payments,Card Issue,Neutral,Medium,Resolved,23.6,3.9
TKT505608,2025-06-18,Phone,Payments,Payment Failed,Negative,High,Pending,36.8,2.4
TKT504201,2025-06-18,Social,Mobile App,Account Access,Positive,Medium,Resolved,25.4,3.1
TKT510153,2025-06-18,Phone,Payments,Payment Failed,Negative,Medium,Resolved,22.0,1.6
TKT503165,2025-06-18,Chat,Loans,Loan Query,Positive,Low,Resolved,26.9,4.9
TKT510411,2025-06-18,Chat,Payments,Account Access,Neutral,Low,Pending,34.9,3.9
TKT504986,2025-06-18,Phone,Mobile App,Payment Failed,Negative,Low,Pending,39.5,1.5
TKT505015,2025-06-18,Email,Loans,App Bug,Neutral,Medium,Pending,41.2,3.7
TKT501821,2025-06-18,Phone,Payments,Login Issue,Positive,Medium,Resolved,26.0,3.2
TKT501397,2025-06-18,Phone,Cards,Payment Failed,Negative,High,Pending,45.6,2.8
TKT506400,2025-06-19,Chat,Cards,Account Access,Positive,High,Pending,36.8,3.5
TKT510008,2025-06-19,Chat,Cards,Login Issue,Neutral,Medium,Resolved,19.8,2.8
TKT506822,2025-06-19,Phone,Mobile App,App Bug,Negative,High,Resolved,29.7,2.3
TKT510821,2025-06-19,Phone,Mobile App,Payment Failed,Positive,High,Resolved,29.9,4.0
TKT504842,2025-06-19,Email,Mobile App,App Bug,Neutral,High,Pending,51.4,4.9
TKT506149,2025-06-19,Phone,Mobile App,App Bug,Negative,Medium,Resolved,22.2,2.5
TKT507664,2025-06-19,Phone,Cards,App Bug,Positive,Low,Resolved,25.4,3.5
TKT503571,2025-06-19,Phone,Account,App Bug,Neutral,High,Pending,37.0,4.3
TKT501341,2025-06-19,Phone,Cards,Refund Delay,Negative,Low,Pending,37.0,3.3
TKT501153,2025-06-19,Social,Loans,Card Issue,Negative,High,Pending,35.5,2.0
TKT502830,2025-06-19,Chat,Payments,App Bug,Negative,Medium,Resolved,15.1,2.7
TKT501222,2025-06-19,Email,Account,Refund Delay,Negative,High,Pending,53.9,2.0
TKT508914,2025-06-19,Social,Payments,Login Issue,Neutral,Low,Resolved,23.4,4.3
TKT503969,2025-06-19,Email,Account,Card Issue,Negative,High,Escalated,55.9,1.5
TKT503674,2025-06-19,Phone,Payments,Refund Delay,Neutral,Low,Pending,30.1,3.4
TKT502245,2025-06-19,Chat,Mobile App,App Bug,Negative,High,Resolved,21.8,2.7
TKT507644,2025-06-20,Phone,Account,Payment Failed,Negative,Medium,Resolved,25.6,2.9
TKT507582,2025-06-20,Social,Mobile App,Loan Query,Negative,High,Pending,36.9,3.0
TKT510036,2025-06-20,Chat,Payments,Account Access,Negative,High,Pending,36.2,1.9
TKT501109,2025-06-20,Social,Loans,Refund Delay,Positive,High,Pending,31.7,4.4
TKT505223,2025-06-20,Chat,Mobile App,Payment Failed,Neutral,Critical,Pending,32.0,3.5
TKT501698,2025-06-20,Chat,Payments,Login Issue,Positive,Low,Resolved,29.6,3.8
TKT506654,2025-06-20,Phone,Mobile App,Card Issue,Neutral,Low,Resolved,27.2,4.3
TKT506360,2025-06-20,Phone,Mobile App,Account Access,Negative,High,Pending,32.3,2.5
TKT506421,2025-06-20,Email,Account,Card Issue,Negative,Low,Pending,35.4,3.0
TKT509714,2025-06-20,Email,Loans,Card Issue,Neutral,Low,Pending,43.4,3.2
TKT501385,2025-06-20,Phone,Payments,Refund Delay,Positive,Low,Resolved,18.3,4.0
TKT500586,2025-06-20,Phone,Loans,Loan Query,Neutral,High,Pending,32.9,4.2
TKT501909,2025-06-20,Phone,Payments,Login Issue,Neutral,Medium,Resolved,26.2,3.7
TKT510990,2025-06-20,Email,Account,Account Access,Negative,Medium,Pending,34.1,1.9
TKT504528,2025-06-21,Social,Payments,Login Issue,Neutral,Critical,Pending,41.1,4.2
TKT511805,2025-06-21,Phone,Account,Payment Failed,Positive,Low,Resolved,23.6,4.1
TKT509138,2025-06-21,Social,Mobile App,App Bug,Negative,High,Pending,30.1,1.4
TKT510824,2025-06-21,Chat,Mobile App,Login Issue,Negative,High,Pending,34.0,2.7
TKT503030,2025-06-21,Social,Loans,Login Issue,Positive,Low,Resolved,25.8,4.0
TKT503579,2025-06-21,Chat,Loans,App Bug,Positive,Medium,Resolved,15.4,3.8
TKT511316,2025-06-21,Email,Loans,Login Issue,Negative,High,Pending,48.9,2.6
TKT505064,2025-06-21,Phone,Payments,Account Access,Positive,Critical,Pending,33.6,3.0
TKT508081,2025-06-21,Phone,Cards,Refund Delay,Neutral,Low,Pending,38.4,3.3
TKT511268,2025-06-21,Chat,Cards,Payment Failed,Negative,Low,Resolved,25.2,3.3
TKT503458,2025-06-21,Email,Payments,Card Issue,Negative,Low,Pending,32.1,2.2
TKT504970,2025-06-21,Chat,Payments,Card Issue,Positive,Medium,Resolved,28.2,3.8
TKT506210,2025-06-21,Chat,Loans,Login Issue,Neutral,Low,Resolved,14.5,3.9
TKT501166,2025-06-21,Email,Loans,Login Issue,Neutral,Medium,Pending,49.5,3.8
TKT505062,2025-06-21,Email,Account,Login Issue,Negative,High,Pending,51.6,1.9
TKT505037,2025-06-21,Chat,Loans,Payment Failed,Positive,Critical,Resolved,27.7,4.8
TKT510420,2025-06-21,Email,Cards,Loan Query,Negative,High,Pending,51.1,3.3
TKT505093,2025-06-22,Social,Cards,Loan Query,Positive,Medium,Resolved,27.4,4.2
TKT504644,2025-06-22,Phone,Loans,Refund Delay,Positive,High,Resolved,26.9,3.9
TKT511248,2025-06-22,Phone,Mobile App,Card Issue,Positive,Medium,Resolved,23.0,3.3
TKT511591,2025-06-22,Chat,Mobile App,Card Issue,Negative,High,Pending,38.2,1.9
TKT511176,2025-06-22,Chat,Mobile App,Payment Failed,Negative,High,Pending,36.3,3.2
TKT511571,2025-06-22,Social,Account,Payment Failed,Neutral,High,Pending,33.4,4.2
TKT511078,2025-06-22,Chat,Cards,Payment Failed,Negative,Low,Resolved,15.7,3.5
TKT504985,2025-06-22,Chat,Account,Login Issue,Neutral,Critical,Resolved,29.5,4.4
TKT503259,2025-06-22,Social,Payments,Refund Delay,Neutral,Medium,Pending,33.2,3.2
TKT504304,2025-06-22,Social,Loans,Card Issue,Negative,Medium,Resolved,21.7,2.7
TKT503792,2025-06-22,Email,Account,Refund Delay,Negative,High,Pending,44.2,2.3
TKT502695,2025-06-22,Email,Mobile App,Account Access,Negative,High,Pending,47.5,2.6
TKT507550,2025-06-22,Phone,Payments,App Bug,Negative,Low,Resolved,21.0,3.1
TKT506971,2025-06-22,Chat,Cards,Payment Failed,Negative,Medium,Resolved,24.6,2.4
TKT500058,2025-06-22,Email,Payments,Login Issue,Negative,High,Pending,46.1,2.2
TKT509177,2025-06-22,Chat,Account,Payment Failed,Negative,Critical,Pending,38.0,2.6
TKT509176,2025-06-22,Email,Cards,Login Issue,Positive,Medium,Pending,44.4,3.4
TKT501791,2025-06-22,Phone,Loans,Payment Failed,Negative,Low,Resolved,21.6,2.9
TKT503591,2025-06-22,Email,Mobile App,Card Issue,Negative,High,Pending,50.9,2.2
TKT509809,2025-06-22,Chat,Mobile App,Account Access,Positive,Low,Resolved,12.7,3.5
TKT503677,2025-06-22,Social,Payments,Loan Query,Positive,High,Pending,31.3,3.6
TKT509480,2025-06-22,Social,Cards,Refund Delay,Neutral,Medium,Resolved,27.3,4.1
